13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1060257253|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |10.03.2018       |ZRSA.A00894|INNER G734                         |
| 1060257253|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |10.03.2018       |E003.A04522|INNER G734                         |
| 1060257254|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |12.03.2018       |E003.A04522|INNER G735                         |
| 1060257254|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |12.03.2018       |ZRSA.A00894|INNER G735                         |
| 1060257255|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |12.03.2018       |E003.A04522|INNER G736                         |
| 1060257255|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |12.03.2018       |ZRSA.A00894|INNER G736                         |
| 1060257256|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |10.03.2018       |E003.A04522|INNER G737                         |
| 1060257256|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |05.03.2018      |10.03.2018       |ZRSA.A00894|INNER G737                         |
| 1060257257|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |08.03.2018      |15.03.2018       |E003.A04522|INNER G738                         |
| 1060257257|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |08.03.2018      |15.03.2018       |ZRSA.A00894|INNER G738                         |
| 1060257258|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |08.03.2018      |15.03.2018       |E003.A04522|INNER G739                         |
| 1060257258|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |08.03.2018      |15.03.2018       |ZRSA.A00894|INNER G739                         |
| 1060257260|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |13.03.2018      |20.03.2018       |E003.A04522|INNER G740                         |
| 1060257260|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |13.03.2018      |20.03.2018       |ZRSA.A00894|INNER G740                         |
| 1060257262|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |E003.A04522|INNER G741                         |
| 1060257262|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |ZRSA.A00894|INNER G741                         |
| 1060257263|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |E003.A04522|INNER G742                         |
| 1060257263|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |ZRSA.A00894|INNER G742                         |
| 1060257264|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |E003.A04522|INNER G743                         |
| 1060257264|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |23.02.2018      |27.02.2018       |ZRSA.A00894|INNER G743                         |
| 1060257265|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |27.02.2018      |01.03.2018       |E003.A04522|INNER G744                         |
| 1060257265|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |27.02.2018      |01.03.2018       |ZRSA.A00894|INNER G744                         |
| 1060257266|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |02.03.2018       |E003.A04522|INNER G745                         |
| 1060257266|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |02.03.2018       |ZRSA.A00894|INNER G745                         |
| 1060257286|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |12.02.2018      |20.02.2018       |ZRSA.A00894|OUTER DRF 235                      |
| 1060257286|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |12.02.2018      |20.02.2018       |E003.A01366|OUTER DRF 235                      |
| 1060257289|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |19.02.2018      |27.02.2018       |E003.A01366|OUTER DRF 236                      |
| 1060257289|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |19.02.2018      |27.02.2018       |ZRSA.A00894|OUTER DRF 236                      |
| 1060257303|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |28.02.2018      |07.03.2018       |ZRSA.A00894|INNER DRF 235                      |
| 1060257303|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |28.02.2018      |07.03.2018       |E003.A01373|INNER DRF 235                      |
| 1060257304|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |19.02.2018      |21.02.2018       |ZRSA.A00894|INNER DRF 236                      |
| 1060257304|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |19.02.2018      |21.02.2018       |E003.A01373|INNER DRF 236                      |
| 1060257386|                  1 |PC |E003.A04546|5202100             |04  |5202100 ZACZEP DO 5255011_024_027       |E48           |11.01.2018      |12.01.2018       |E007.A28154|ZACZEP DO KF_011_105               |
| 1060257547|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |08.02.2018      |09.02.2018       |E007.A07129|SA6-607                            |
| 1060257547|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |08.02.2018      |09.02.2018       |ZRSA.C04409|SA6-607                            |
| 1060257548|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |15.02.2018      |16.02.2018       |E007.A07129|SA6-608                            |
| 1060257548|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |15.02.2018      |16.02.2018       |ZRSA.C04409|SA6-608                            |
| 1060257549|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |15.02.2018      |16.02.2018       |ZRSA.C04409|SA6-609                            |
| 1060257549|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |15.02.2018      |16.02.2018       |E007.A07129|SA6-609                            |
| 1060257552|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |22.02.2018      |23.02.2018       |E007.A07129|SA6-610                            |
| 1060257552|                  1 |PC |E001.A00132|A50349.0100         |03  |A50349.0100 STEERING AXLE CARRIER SA6   |E42           |22.02.2018      |23.02.2018       |ZRSA.C04409|SA6-610                            |
| 1060257652|                  1 |PC |E003.A05306|101230.0122PA       |03  |101230.0122 BOK LEWY WIERC 6213.022     |E57           |29.01.2018      |30.01.2018       |E007.A06398|KABINA SMVEC16-60                  |
| 1060257710|                  1 |PC |E003.A04800|A02717.0700         |05  |A02717.0700 REAR PART DCG180-250        |E57           |06.02.2018      |07.02.2018       |E007.A08555|CZT EC81-71                        |
| 1060257856|                  1 |PC |E003.A03741|9106239817          |02  |9106239817 CONSOLE                      |E58           |18.01.2018      |19.01.2018       |E007.A17732|ARF-130 PTAK                       |
| 1060257944|                  1 |PC |E001.A02155|603445.01           |01  |603445.01 SMV MAST INNER LH=19000       |E43           |01.03.2018      |09.03.2018       |E003.A05863|SKI19-4                            |
| 1060257945|                  1 |PC |E001.A02155|603445.01           |01  |603445.01 SMV MAST INNER LH=19000       |E43           |09.03.2018      |17.03.2018       |E003.A05863|SKI19-5                            |
| 1060257947|                  1 |PC |E001.A02154|603440.01           |01  |603440.01 SMV MAST OUTER LH=19000       |E43           |01.03.2018      |14.03.2018       |E003.A05866|SKO19-4                            |
| 1060257948|                  1 |PC |E001.A02154|603440.01           |01  |603440.01 SMV MAST OUTER LH=19000       |E43           |09.03.2018      |22.03.2018       |E003.A05866|SKO19-5                            |
| 1060257973|                  1 |PC |E001.A01881|A66490.0100         |01  |A66490.0100 STEERING AXLE CARRIER SA31  |E42           |12.03.2018      |19.03.2018       |E007.A07129|SA31-2                             |
| 1060257973|                  1 |PC |E001.A01881|A66490.0100         |01  |A66490.0100 STEERING AXLE CARRIER SA31  |E42           |12.03.2018      |19.03.2018       |ZRSA.C04409|SA31-2                             |
| 1060258002|                  1 |PC |E003.A04927|5080403             |01  |5080403 PINGWINY_RAMA182                |E48           |23.01.2018      |24.01.2018       |E007.A32851|PINGWINY KF_182_446                |
| 1060258064|                  1 |PC |E003.A05375|4027322             |0   |4027322  Extension Cylinder             |E53           |22.01.2018      |23.01.2018       |E007.A36645|SŁUPEK HY4I-25                     |
| 1060258167|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |19.01.2018      |23.01.2018       |E007.A10790|RURA Z OKNAMI AHN A-45             |
| 1060258167|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |19.01.2018      |23.01.2018       |ZRSA.C12675|RURA Z OKNAMI AHN A-45             |
| 1060258193|                  1 |PC |E001.A00879|603257.01PA         |4   |603257.01 Small Outer SMV 2             |E53           |09.03.2018      |21.03.2018       |E007.A18181|OUTER SM2O-41                      |
| 1060258193|                  1 |PC |E001.A00879|603257.01PA         |4   |603257.01 Small Outer SMV 2             |E53           |09.03.2018      |21.03.2018       |ZRSA.C15419|OUTER SM2O-41                      |
| 1060258194|                  1 |PC |E001.A00878|603258.01           |3   |603258.01 Small Inner SMV 2             |E53           |13.03.2018      |20.03.2018       |E003.A04352|INNER SM2I-41                      |
| 1060258194|                  1 |PC |E001.A00878|603258.01           |3   |603258.01 Small Inner SMV 2             |E53           |13.03.2018      |20.03.2018       |ZRSA.C15419|INNER SM2I-41                      |
| 1060258200|                  1 |PC |E001.A00748|200224.01           |07  |200224.01 STEERING AXLE PA02            |E42           |01.03.2018      |02.03.2018       |E007.A27992|SASMV4-294                         |
| 1060258201|                  1 |PC |E001.A00748|200224.01           |07  |200224.01 STEERING AXLE PA02            |E42           |01.03.2018      |02.03.2018       |E007.A27992|SASMV4-295                         |
